"TFC","TS","TFCD","TCDR","TET","TW","TI","TPL","TPLA","TOS","THW","TDAQ","TPOW","TCORR","TLOG","TEQS","TEQC","TCLK","TFSM","TANN","TDLIB","TDLIBXLD","TIL(0)"
0,51,0,1.000200,50064.816200,1.184500,1.172700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022500,0.000000,0.000000,0.005500,0.000000,0.000000,0.000000,0.000000,1.104500,
0,52,0,1.000200,51066.999600,0.049700,0.041700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.159800,0.000000,0.000000,0.005500,0.000000,0.000000,0.000000,0.000000,0.000000,
0,53,0,1.000200,52065.604100,1.278300,1.267300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019300,0.000000,0.000000,0.005500,0.000000,0.000000,0.000100,0.000000,1.205700,
0,54,0,1.000200,53068.829500,0.411300,0.400200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.158300,0.000000,0.000000,0.005500,0.000000,0.000000,0.000200,0.000000,0.343900,
0,55,0,1.000200,54066.138200,0.050300,0.042700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.124800,0.000000,0.000000,0.005500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,56,0,1.000200,55064.268400,0.085300,0.077000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024600,0.000000,0.000000,0.005500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,57,0,1.000200,56068.484200,1.066200,1.058700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.158100,0.000000,0.000000,0.005500,0.000000,0.000000,0.000100,0.000000,1.024600,
0,58,0,1.000200,57070.642900,0.127100,0.118600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156200,0.000000,0.000000,0.005500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,59,0,1.000200,58068.958500,0.045400,0.037800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021700,0.000000,0.000000,0.005500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,60,0,0.999933,59074.608400,1.150200,1.137300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022000,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,1.081700,
0,61,0,0.999933,60076.128000,10.213600,10.202000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.145100,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,0.000000,
0,62,0,0.999933,61090.921500,2.532300,2.522200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024700,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,0.000000,
0,63,0,0.999933,62124.431700,13.700500,13.693000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025800,0.000000,0.000000,0.006900,0.000000,0.000000,0.000000,0.000000,0.000000,
0,64,0,0.999933,63099.890700,0.471300,0.463800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.580800,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,0.000000,
0,65,0,0.999933,64085.100700,0.064300,0.055900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.087800,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,0.000000,
0,66,0,0.999933,65076.015900,0.314900,0.304900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019400,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,0.255700,
0,67,0,0.999933,66076.367200,1.152900,1.140300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119000,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,1.079400,
0,68,0,0.999933,67077.384200,1.284600,1.272900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166300,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,1.210600,
0,69,0,0.999933,68078.374400,0.315100,0.304800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160700,0.000000,0.000000,0.006900,0.000000,0.000000,0.000100,0.000000,0.241600,
0,70,0,1.000100,69075.501300,0.048400,0.040800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021900,0.000000,0.000000,0.006500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,71,0,1.000100,70080.725500,0.763800,0.755900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160600,0.000000,0.000000,0.006500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,72,0,1.000100,71088.571000,0.046900,0.039100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153000,0.000000,0.000000,0.006500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,73,0,1.000100,72085.058800,0.127700,0.119200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022000,0.000000,0.000000,0.006500,0.000000,0.000000,0.000200,0.000000,0.000000,
0,74,0,1.000100,73090.146700,0.050200,0.042500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.165700,0.000000,0.000000,0.006500,0.000000,0.000000,0.000000,0.000000,0.000000,
0,75,0,1.000100,74090.199400,0.379400,0.370700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022500,0.000000,0.000000,0.006500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,76,0,1.000100,75088.086100,1.055200,1.047000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023700,0.000000,0.000000,0.006500,0.000000,0.000000,0.000100,0.000000,0.000000,
0,77,0,1.000100,76113.284100,1.163400,1.152000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.161900,0.000000,0.000000,0.006500,0.000000,0.000000,0.000100,0.000000,1.090400,
0,78,0,1.000100,77088.624900,0.432800,0.421300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154100,0.000000,0.000000,0.006500,0.000000,0.000000,0.000100,0.000000,0.362600,
0,79,0,1.000100,78087.555700,1.088400,1.079800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.136900,0.000000,0.000000,0.006500,0.000000,0.000000,0.000100,0.000000,1.052100,
0,80,0,0.999500,79094.431100,0.059900,0.049400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166100,0.000000,0.000000,0.006800,0.000000,0.000000,0.000000,0.000000,0.000000,
0,81,0,0.999500,80096.319200,1.127700,1.116200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022600,0.000000,0.000000,0.006800,0.000000,0.000000,0.000100,0.000000,1.055700,
0,82,0,0.999500,81098.773400,0.315100,0.303700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.155200,0.000000,0.000000,0.006800,0.000000,0.000000,0.000100,0.000000,0.245100,
0,83,0,0.999500,82097.367300,1.124300,1.114500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022800,0.000000,0.000000,0.006800,0.000000,0.000000,0.000100,0.000000,1.064000,
0,84,0,0.999500,83100.337200,0.043700,0.035700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117800,0.000000,0.000000,0.006800,0.000000,0.000000,0.000100,0.000000,0.000000,
0,85,0,0.999500,84097.782100,0.048900,0.040900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019400,0.000000,0.000000,0.006800,0.000000,0.000000,0.000000,0.000000,0.000000,
0,86,0,0.999500,85104.644500,0.097400,0.089900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.163100,0.000000,0.000000,0.006800,0.000000,0.000000,0.000100,0.000000,0.000000,
0,87,0,0.999500,86101.523500,1.146200,1.135600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041300,0.000000,0.000000,0.006800,0.000000,0.000000,0.000100,0.000000,1.075200,
0,88,0,0.999500,87101.995200,0.045400,0.037700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.162300,0.000000,0.000000,0.006800,0.000000,0.000000,0.000100,0.000000,0.000000,
0,89,0,0.999500,88102.668000,0.044400,0.036600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157900,0.000000,0.000000,0.006800,0.000000,0.000000,0.000100,0.000000,0.000000,
0,90,0,1.000207,89104.165700,0.044300,0.036600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.158300,0.000000,0.000000,0.007100,0.000000,0.000000,0.000100,0.000000,0.000000,
0,91,0,1.000207,90099.707200,0.041300,0.033700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.136700,0.000000,0.000000,0.007100,0.000000,0.000000,0.000000,0.000000,0.000000,
0,92,0,1.000207,91107.155600,0.279900,0.269900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022200,0.000000,0.000000,0.007100,0.000000,0.000000,0.000100,0.000000,0.215100,
0,93,0,1.000207,92099.327100,0.044900,0.037400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018800,0.000000,0.000000,0.007100,0.000000,0.000000,0.000100,0.000000,0.000000,
0,94,0,1.000207,93100.652900,0.049600,0.041900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030400,0.000000,0.000000,0.007100,0.000000,0.000000,0.000000,0.000000,0.000000,
0,95,0,1.000207,94106.940200,1.160300,1.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156900,0.000000,0.000000,0.007100,0.000000,0.000000,0.000100,0.000000,1.093600,
0,96,0,1.000207,95113.137100,0.050700,0.043300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157400,0.000000,0.000000,0.007100,0.000000,0.000000,0.000100,0.000000,0.000000,
0,97,0,1.000207,96115.157900,0.133700,0.125800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.164000,0.000000,0.000000,0.007100,0.000000,0.000000,0.000100,0.000000,0.000000,
0,98,0,1.000207,97115.819000,0.137400,0.130400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.156800,0.000000,0.000000,0.007100,0.000000,0.000000,0.000100,0.000000,0.000000,
0,99,0,1.000207,98112.321900,0.068900,0.061300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020500,0.000000,0.000000,0.007100,0.000000,0.000000,0.000100,0.000000,0.000000,
0,100,0,1.000330,99117.591300,0.043900,0.036200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017300,0.000000,0.000000,0.007000,0.000000,0.000000,0.000100,0.000000,0.000000,
0,101,0,1.000330,100120.746400,0.438000,0.427200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157400,0.000000,0.000000,0.007000,0.000000,0.000000,0.000100,0.000000,0.369400,
0,102,0,1.000330,101119.018900,1.334400,1.323700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022700,0.000000,0.000000,0.007000,0.000000,0.000000,0.000100,0.000000,1.263000,
0,103,0,1.000330,102121.874300,1.180700,1.170100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.167500,0.000000,0.000000,0.007000,0.000000,0.000000,0.000100,0.000000,1.116300,
0,104,0,1.000330,103123.396300,1.138100,1.127500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157900,0.000000,0.000000,0.007000,0.000000,0.000000,0.000100,0.000000,1.065900,
0,105,0,1.000330,104127.294400,0.270200,0.260600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.135500,0.000000,0.000000,0.007000,0.000000,0.000000,0.000100,0.000000,0.211200,
0,106,0,1.000330,105126.066500,0.040900,0.033400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018900,0.000000,0.000000,0.007000,0.000000,0.000000,0.000100,0.000000,0.000000,
